spam,text,message_length,word_count
0,"Désolé, je suis devenu fou de tant de travaux en cours que de faire.",68,14
0,Combien tu as eu pour le nettoyage,34,7
0,"Comment ma personne préférée aujourd'hui? r u travailler dur? ne pouvait pas dormir à nouveau la dernière nite presque a sonné u à 4,30",135,24
1,Sunshine Quiz! Gagnez un super enregistreur de DVD Sony si vous pouvez nommer la capitale de l'Australie? Texte MQUIZ à 82277. B,128,22
0,Ü a appelé papa Oredi...,24,5
0,Tu pourrais m'envoyer un pix?,29,5
0,Je vais porter mes chaussures de sport de toute façon... je vais être en retard.,80,15
0,"Désolé, j'appellerai plus tard en réunion.",42,6
0,C'est un gros coup de feu.,26,6
0,"Reçu, compris n a agi!",22,5
0,Ils sont finalement venus réparer le plafond.,45,7
0,"""Jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'Que mns prabha is'LOVE' J'ai compris. Ne me méprenez pas....",136,18
0,Jus a fini de me souffler les cheveux.,38,8
0,Je suis dans le bus.,20,5
0,Lol... je savais que.... Je l'ai vu dans le magasin de dollars,62,12
1,"Aujourd'hui, les numéros Voda se terminant par 7634 sont sélectionnés pour recevoir une récompense de £350. Si vous avez une correspondance, veuillez composer le 08712300220 en citant le code de réclamation 7684.",212,32
0,Seul samedi et dimanche vacances donc son très difficile:),58,9
0,Tout le monde s'est bien amusé ce soir.,39,8
0,"Tu as de l'argent pour l'essence, tu veux faire une grande aventure nature avec galiléo dans un peu?",100,18
0,Oh wow thats gay. Will firmware mise à jour aide,48,10
0,Il faut passer à la morphine.,29,6
0,Comment se fait-il que je din c ü... que je me coupe les cheveux...,67,14
0,K k pa a déjeuné aha.,21,6
0,Le capitaine vijaykanth fait de la comédie à la télévision capitaine..il est ivrogne :),87,14
0,"Bien sûr, Dieu vient de me mettre en attente.",45,9
0,Tu me caches quelque chose ou tu me caches quelque chose.,57,11
0,Je ne sais pas.,15,4
1,Vous êtes déchiré! Obtenez votre contenu mobile à partir de www.clubmoby.com composez le 08717509990 poly/true/Pix/Ringtones/Games six téléchargements pour seulement 3,167,20
0,Désolé d'avoir verrouillé mon clavier.,38,5
0,Vous comptez venir chenni?,26,4
1,Nous avons essayé de vous contacter re votre réponse à notre offre de Video Phone 750 à tout moment any network mins Half Price Line Rental Camcorder Répondre ou appeler 08000930705,181,31
0,Dieu a créé le vide btwn ur doigts si dat sum1 vry spécial comblera ces vides en tenant les mains ur.. Maintenant plz ne demandez pas y il a créé tellement d'espace entre les jambes!!!,184,35
0,"Ça va aller, je vais dormir.",28,6
0,"Enfin c'est arrivé..! Aftr décennies..! BEER est maintenant moins cher que PETROL! Le gouvernement s'attend à ce que nous ""DRINK""... Mais ne ""DRIVE""",148,23
1,Un prix de 400 £ XMAS vous attend! Notre ordinateur vous a choisi au hasard parmi nos fidèles clients mobiles pour recevoir une récompense de 400 £. Il suffit d'appeler 09066380611,180,31
0,Où est le rendez-vous?,22,4
0,"Lol oui, mais ça ajoutera de l'épice à votre journée.",53,10
0,"Notre mère Prasanth ettans est décédée hier soir, priez pour elle et sa famille.",80,14
0,"K, je vais m'arranger.",22,4
1,PRIVÉ! Votre relevé de compte de 2003 pour les montants de 800 points non remboursés S. I. M. Appelez le 08718738002 Code d'identification: 48922 Expires 21/11/04,162,26
0,Ce message vient d'un grand docteur en Inde:-): 1) Ne buvez pas APPY FIZZ. Il contient Cancer causant l'âge,107,19
0,Appelez-le et dites-le maintenant devant eux.,45,6
0,Pas de problème...,18,3
0,Les femmes d'abord et le genre deuxième k.,42,8
0,"Non, s'il vous plaît, vous nagez?",33,6
0,Maman n'y va pas déjà.,22,5
0,Ok set let u noe e details plus tard...,39,9
0,Pas le nom du logiciel..tel..,29,5
0,J'envoie les empreintes.,24,3
0,IM REALY SOZ IMAT MUS 2NITE QU'EN EST-IL DE 2MORO,49,10
0,"Quand je suis né, Dieu a dit, ""Oh non, un autre IDIOT"". Quand vous êtes né, Dieu a dit, ""Oh non, COMPÉTITION"". Qui a su, un jour ces deux-là deviendront des FREINS pour toujours!",178,34
0,"Je n'ai pas eu ur pleine msg..quelque texte a disparu, l'envoyer à nouveau",74,13
0,"Probablement pas, je suis presque à court d'essence et j'ai de l'argent demain.",79,13
1,"Annonce de service à la clientèle. Nous avons récemment essayé de vous faire une livraison, mais n'avons pas été en mesure de le faire, s'il vous plaît appelez 07099833605 pour re-programmer. Ref:9280114",203,32
0,J'ai oublié 2 demander ü all smth.. Il y a une carte sur da present lei... Comment? Ü tous veulent 2 écrire smth ou signer dessus?,130,26
0,Je quitte ma maison maintenant.,31,5
1,"Salut bébé son Chloé, comment r u? J'ai été écrasé le samedi soir, c'était génial! Comment s'est passé votre week-end? U a été manquant de moi? SP visionsms.com Text stop pour arrêter 150p/text",193,33
0,Ü prêt alors appelez-moi...,27,4
0,"Wewa a 130 ans, 255 ans, 128 mb.",32,8
0,C'est une bonne chose que j'obtienne maintenant la connexion à bw,65,11
0,Sry da..jst nw seulement je suis venu à la maison..,51,10
0,C'est cool qu'il soit là toute la nuit.,39,8
0,Vous restez en ville?,21,4
0,"Haha ouais, 2 oz, c'est une merde.",34,7
0,Ok u peut m'emmener faire des courses quand u sont payés =D,59,12
0,"Très bien, nous allons vous l'apporter, à vous dans comme &lt;#&gt; mins",72,12
0,Mais les pls ne jouent pas dans la vie des autres.,50,11
0,Manger dans mon déjeuner...,27,4
0,Hmmm. mais tu devrais le donner un jour..,41,8
0,"J'ai pas essayé, et j'ai décidé de ne pas partir.",49,10
0,Ok pas de problème,18,4
0,Surement malade vous le donner:-) tout en venant à l'examen.,60,10
0,"En fin de marche, je devrais être prêt, mais je t'appellerai pour sûr. Le problème est que ma capitale n'est jamais complète.",125,22
0,Pls lui donne la nourriture de préférence pap très lentement avec des charges de sucre. Vous pouvez prendre jusqu'à une heure pour lui donner. Et puis un peu d'eau. Très lentement.,180,31
1,"URGENT! Votre Mobile No 07808726822 a reçu un prix Bonus Caller de £2,000 le 02/09/03! C'est notre 2e tentative de vous contacter! Appelez 0871-872-9758 BOX95QU",160,25
0,Un type qui s'en sert mais qui est trop bête pour le réaliser.,62,13
0,"Okey Dokey, je serai un peu fini en triant quelques trucs.",58,11
0,"Oui, très bien.",15,3
0,J'ai aimé le nouveau mobile,27,5
0,N'importe quand...,18,2
0,Je t'aime tellement que je peux à peine le supporter...,55,10
0,"Yar, mais ils disent qu'il y a une erreur.",42,9
0,"De toute façon, je dois :-)",27,6
0,"L'ancien aéroport, c'est tout ce qu'il y a d'autre, mais je baignerai mon chien plus tard.",90,16
0,Wif mon forfait de réservation de famille.,42,7
0,"Avez-vous dit audacieux, puis flambeau plus tard, ou une torche et deux flambeaux?",82,13
0,"Haha géniale, je pourrais avoir besoin de t'en parler, que fais-tu ce soir?",75,13
0,Ya i knw u vl giv.. its ok merci kano..anyway profiter de l'esprit de famille 1er salaire..:-);-),97,17
0,U 2 jours de plus seulement i 4 autres leh...,45,10
0,C'est cool princesse! Je vais couvrir votre visage en sperme collant chaud :),77,13
0,Grand frère a vraiment gratté le baril avec cette douche d'inadaptés sociaux,76,12
0,Oups i thk i dun haf enuff... je vais vérifier puis dire à ü..,62,14
0,S:)8 min pour déjeuner:),24,4
0,"Si tu t'en soucies, appelle-moi demain.",39,6
0,"K va faire, addie &amp; Je fais un peu d'art donc je serai ici quand tu rentreras à la maison",93,20
0,"Aiyo... sa leçon si tôt... je dors toujours, Okie, tu rentres chez toi.",71,13
0,J'ai oublié de dire à ü smth.. Peut ü comme nombre les sections afin qu'il soit plus clair..,92,18
0,"Tout ce que tu veux, si tu veux, c'est bon...",45,10
0,"Je suis à la maison, mon amour... Si tu es encore éveillée...",61,12
0,"C'est pas vrai, c'est pas vrai!",31,6
1,"JEUX GRATUITS. Obtenez Rayman Golf 4 GRATUITEMENT à partir de l'arcade de jeux O2. 1er obtenir les paramètres de jeux UR. Répondre POST, puis enregistrer & activ8. Appuyez sur 0 clé pour Arcade.",194,33
0,"Il y aura un petit shindig chez moi plus tard ce soir, ça t'intéresse?",70,14
0,Jason dit que c'est cool si on en ramasse chez lui dans une heure.,66,14
1,"Avait votre mobile 10 mths? Mettre à jour les derniers appareils photo/téléphones vidéo gratuitement. TENIR EN MÊME NUMÉRO, Obtenir des minutes/textes gratuits supplémentaires. Texte OUI pour un appel",200,28
0,I (Career Tel) ont ajouté u comme un contact sur INDYAROCKS.COM pour envoyer des SMS GRATUITS. Pour supprimer de l'annuaire - sms NON à &lt;#&gt;,145,25
0,J'ai déjà atteint.,18,3
0,Je ne sais pas demander à mon frère.,36,8
0,K:)eng basculement dans les cendres:),37,5
0,Wat time r ü aller à l'auberge de xin?,38,9
0,"Bonjour, ma chère Shijutta...... Passez une bonne journée avec succès.",70,10
0,Oh k:)après ce placement là-bas ah?,35,6
0,"Pas pour la possession, surtout pas pour la première infraction",63,10
0,"Nt seulement pour conduire, même pour de nombreuses raisons, elle s'appelle BBD..thts it chikku, puis hw abt dvg froid..heard tht vinobanagar violence hw est la condition..and hw ru? Aucun problème?",198,30
0,J'ai acheté le test hier. C'est quelque chose qui vous permet de savoir le jour exact u ovulate.quand obtiendra 2u dans environ 2 à 3wks. Mais pls pls dont fret. Je sais u r inquiet. Pls relax. Est-il également quelque chose dans l'histoire passée u besoin de me dire?,268,49
0,On a des pizzas si tu veux.,27,7
0,"Je continue à voir des trucs bizarres et à être tout ""woah"" puis à réaliser que c'est vraiment raisonnable et je suis tout ""oh""",127,24
0,Je vous souhaite un joyeux anniversaire.,40,6
0,Penser à u ;) x,15,5
0,J'ai dit qu'elle croyait toujours.,34,5
0,"Lorsque vous mettez juste le signe +, choisissez mon numéro et l'épingle s'affichera. N'est-ce pas?",99,15
0,La beauté de la vie est dans la seconde prochaine.. qui cache des milliers de secrets. Je souhaite chaque seconde sera merveilleux dans la vie ur...! gud n8,156,28
0,Thanx u darlin!im cool thanx. Quelques boissons bday 2 nite. 2 demain! Prendre soin c u soon.xxx,96,17
0,"Si tu es encore debout, peut-être laisser la carte de crédit pour que je puisse avoir de l'essence quand je reviendrai comme il m'a dit de",138,26
1,"Vos tons Cool-Mob hebdomadaires sont prêts à être téléchargés!Cette semaine, les nouveaux tons incluent : 1) Crazy Frog-AXEL F>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>Plus d'informations en n",195,29
0,Eh bien garçon je suis content que G gaspillé toute la nuit aux pommes pour rien,80,16
1,Cashbin.co.uk (Obtenez beaucoup d'argent ce week-end!) www.cashbin.co.uk Cher Bienvenue au week-end Nous avons obtenu notre plus grand et le meilleur JAMAIS donner en argent!! Ceux-ci..,185,25
0,Ok lor... ou tu veux que j'aille chercher 4 u?,46,10
0,U wan 2 haf déjeuner je suis dans la cantine maintenant.,56,11
0,Ne faites pas la vie trop stressante.. Toujours trouver le temps de rire.. Il peut ne pas ajouter des années à votre vie! Mais sûrement ajoute plus de vie à vos années!! Gud ni8..swt rêves..,190,35
0,"On dirait que j'avais tort et qu'un des numéros de kappa est toujours sur mon téléphone, si tu veux que je lui envoie un texto pour voir s'il est là.",149,30
1,Merci 4 votre soutien continu Votre question cette semaine va entrer u in2 notre tirage 4 £100 cash. Nommez le nouveau président américain? txt ans à 80082,155,27
0,"Doc m'a donné des médicaments pour la douleur, il dit que tout va bien.",71,14
0,C'est é seulement 140 $ ard...É repos tous les ard 180 $ au moins...Ce qui est é prix 4 é 2 bedrm (900 $),105,24
0,Moi aussi! Passez une belle nuit xxx,36,7
0,Préparez-vous à être appréciés :),33,5
0,Bonjour.:)assistance technique.fournir de l'assistance à notre client par appel et email:),90,11
0,Si vous textez sur votre chemin à l'arrêt de tasse qui devrait fonctionner. Et cela devrait être BUS,100,18
0,Quand est votre émission de radio?,34,6
1,Votre identifiant utilisateur unique est 1172. Pour la suppression envoyer STOP à 87239 services à la clientèle 08708034412,123,18
0,Je ne sais pas si c'est encore disponible.,42,8
0,watever relation u construit dans le monde dis seulement chose qui reste atlast iz lonlines avec lotz n beaucoup de souvenirs! feeling..,136,22
0,"C'était une bonne pièce de théâtre, c'est-à-dire une pièce de monnaie.",70,11
0,Bonjour..j'ai l'argent da:),27,3
0,"D'accord alors, dis-moi que tu viendras plus tard.",50,8
0,Le nom de la rue de Wat?,24,7
0,Mais Dun lui dit d'attendre qu'il soit complaisant...,53,8
0,Désolé d'avoir complètement oublié * va faire le tour cette semaine si votre toujours ici?,90,15
0,La plus belle fille que j'aie jamais vue.,41,8
0,O nous ne pouvons pas voir si nous pouvons rejoindre Denis et Mina? Ou est-ce que Denis veut du temps seul,106,21
0,Sen a dit qu'il allait rejoindre son oncle finance à cbe,56,11
0,"Un jour, on peut demander à Miwa et Jiayin de prendre congé pour le karaoké.",76,15
0,"Appelez-moi, je suis envoyéhil de hsbc.",39,6
0,"D'autant plus que je parle de boston dans ma déclaration personnelle, lol! J'aurais changé ça si j'avais réalisé que ça disait nyc! Ça dit boston maintenant.",157,26
0,En effet et d'ailleurs c'était soit ou - pas les deux!,54,11
1,"Appel urgent 09066649731de Landline. Votre 4* Ibiza Vacances ou £10,000 en espèces attendent la collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",145,24
0,Saint Christ vivant ce qui vous prend tant de temps,51,10
0,Ü tk de wat à manger ce soir.,29,8
0,"Thanx. Oui nous revenons sur le soleil. Terminer le dîner retour 2 hôtel maintenant. Le temps vole, nous sommes à 4 exactement un mth aujourd'hui. Espérons que nous aurons beaucoup plus de mths à venir...",204,35
0,On est de l'autre côté de l'endroit où on t'a déposé.,53,11
0,Izzit pleut toujours parce que je ne peux pas sortir.,53,10
0,Envoyez-moi votre CV :-),24,4
0,Gd chance 4 ur examens :-),26,6
0,Ou vous demandez à tous s'ils ne peuvent pas s'asseoir à côté. Si tous peuvent le faire alors je vais bien lor.,111,22
0,"Désolé, c'était mon oncle.",26,4
0,Saw Guys et Dolls hier soir avec Patrick Swayze c'était génial,62,11
1,URGENT C'est notre 2e tentative de contacter U. Votre prix £900 de YESTERDAY est toujours en attente de collecte.,113,19
1,Santa Call! Vos enfants aimeraient-ils un appel de Santa Xmas Eve? Appelez 09077818151 pour réserver votre temps. Appels1.50ppm last 3mins 30s T&C www.santacalling.com,167,23
0,"Rentre à la maison, je ne veux pas que tu sois malheureux.",58,12
0,Je ne sais pas pourquoi elle ne reçoit pas vos messages.,56,11
0,C'est cool mais Tyler a dû décoller pour qu'on l'achète et qu'on le dépose chez lui plus tard ce soir.,102,20
0,"Le gars de l'atelier qui flirtait avec moi a eu mon numéro de téléphone de la paperasse et m'a appelé et envoyé un texto. Je suis nerveux parce que maintenant il peut avoir mon adresse. Devrais-je appeler son patron et lui dire, sachant que ça pourrait le faire virer?",268,49
0,Comment comptez-vous gérer ça?,30,4
0,"Heu, bonjour, les choses n'ont pas tout à fait prévu – c'est boiter lentement à la maison suivie d'aa et avec l'échappement suspendu",132,23
0,Désolé pour le retard.,22,4
0,Appelez-moi quand vous aurez fini puis je viendrai n cueillir u.,64,11
1,PRIVÉ! Votre relevé de compte 2004 pour 078498****7 indique 786 points bonus non remboursés. Pour demander un appel 08719180219 Code d'identification: 45239 Expire 06.05.05,172,24
0,J'ai laissé mon téléphone chez moi et j'ai vu mes messages.,59,11
0,"Mais ne vous inquiétez pas, je comprends combien il est important que je sois mis à ma place avec une punition mal pensée face à la pire chose qui m'est jamais arrivée.",168,32
0,"Chéri, pouvez-vous savoir combien ils vendent Prédicte au Nigeria. Et combien de fois peut-il être utilisé. Son très important d'avoir une réponse avant lundi",158,24
0,"Un peu plus tôt, j'appellerai quand j'arriverai à...",52,8
0,"je suis à l'USF maintenant, balançoire près de la pièce chaque fois que",71,13
0,Je peux appeler &lt;#&gt; min si c'est bon,42,8
0,Ü pas de travail à domicile pour meh...,39,8
0,Tout est précieux dans seulement 2 situations : d'abord... avant de l'obtenir... ensuite... après l'avoir perdu...,114,16
0,Mark prend une éternité pour récupérer ma prescription et la douleur revient.,77,12
0,Comment va le journal?,22,4
0,T'en as une plus petite?,24,5
1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,69,10
0,J'ai pensé à toi...,19,4
1,u r un gagnant U ave a été spécialement sélectionné 2 recevoir £1000 cash ou un 4* vacances (vols inc) parler à un opérateur en direct 2 réclamation 0871277810710p/min (18 ),173,31
0,:-) :-),7,2
0,N'est-ce pas un pub sur le gaz st off large st by canal?,56,13
0,"Je vais dormir, j'en ai assez de voyager.",41,8
0,"Haha, juste ce que je pensais en",32,7
0,"Oui, mais ça ne me donne pas de problèmes maintenant, alors je vais peut-être le laisser...",91,16
0,J'essaie juste de rendre ta journée un peu plus intéressante.,61,10
0,"Combien de temps avant d'obtenir la réponse, il suffit de reporter l'admission jusqu'au prochain semestre",105,15
0,"Le mot ""Checkmate"" dans les échecs vient de l'expression persane ""Shah Maat"" qui signifie; ""le roi est mort."" Goodmorning.. Bonne journée..:)",141,21
0,Po de :-):-):-):-). Pas besoin d'emploi aha.,44,7
0,"Hé, tu as déjà voté pour les prochains thèmes?",46,9
1,"Nouveaux Mobiles à partir de 2004, DOIVENT GO! Txt: NOKIA to No: 89545 & collectionner le vôtre aujourd'hui! À partir de UNIQUEMENT £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",195,27
0,J'espère que votre urine brûle la tonite.,41,7
0,"Je l'ai fait avec ma meilleure mère, qui m'a donné 4 une semaine + maintenant, elle était encore 2 ans, elle a l'air plus longue qu'une semaine.",144,27
0,Yay ne peut pas attendre de faire la fête ensemble!,51,10
0,....photoshop fait fermer mon ordinateur.,41,5
0,Tous les garçons se sont moqués de moi aujourd'hui. Ok je n'ai aucun problème. J'ai juste envoyé un message juste pour s'amuser,127,22
0,"C'est l'un des problèmes, mais la californie est bonne.",55,9
1,PRIVÉ! Votre relevé de compte 2003 pour les chiffres de 800 points S. I. M. non revus. Appelez le 08715203652 Code d'identification: 42810 Expire 29/10/0,153,25
0,"Mayb peut essayer la zone 1, mais a oublié le nom de l'hôtel...",63,13
0,"Génial, ça va être bientôt ou plus tard ce soir?",48,10
0,J'ai besoin de détails sur ce job en ligne.,43,9
0,Tu manques aussi.Pray inshah allah,34,5
0,Pls m'aide à dire à Ashley que je ne peux pas trouver son numéro oh,67,15
0,S. cela augmentera les chances de gagner.,41,7
0,Je suis &lt;#&gt; ans. Espoir qui ne vous dérange pas.,54,10
0,Peut-être devriez-vous trouver autre chose à faire à la place??,63,10
0,Gagner les droits d'une femme.ne l'exige pas.Je suis essayer en tant que mari aussi.Voyons,90,14
0,J'ai aimé ta nouvelle maison.,29,5
0,J'espère que vous aussi.,24,4
0,"Aussi nord carolina et texas atm, vous iriez juste sur le site gre et payiez pour les résultats de test à envoyer.",114,22
0,Pareil pour u...,16,3
0,J'ai besoin d'étirer ta chatte!,31,5
0,Ou une bombe et un rendez-vous comme mon téléphone voulait le dire!,67,12
0,"Hé, un gars que je sais respire dans mon cou pour lui trouver un bourgeon, de toute façon tu pourrais avoir une demi-traque pour usf ce soir?",141,27
0,"La réponse est une des armes puissantes 2 occuper une place dans les autres 'HEART'... Donc, toujours donner réponse 2 qui se soucie 4 U""... Gud nuit..swt rêves..veuillez prendre soin",183,30
0,Nokia téléphone est aimable..,29,4
1,**MESSAGE DE FREE**Merci d'avoir utilisé le service d'abonnement aux enchères. 18. 150p/MSGRCVD 2 Sauter une enchère txt OUT. 2 Désabonnement txt STOP CustomerCare 08718726270,175,24
0,Désolé da..aujourd'hui je ne viendrai pas jouer.. j'ai conduit des clas..,73,11
0,Je suis vraiment désolé d'avoir allumé tes cheveux sur le feu.,62,11
0,"Oh! Merde, j'ai pensé que c'était votre voyage! Looooool... Ça fait tellement plus de sens maintenant... *grins* et la référence du canapé était... Le lien ""dormez sur un canapé"" que vous m'avez envoyé... N'était-ce pas comme ça que vous avez fait votre voyage? Oh... Et votre bébé n'est pas allé avec vous pour cette célébration avec vos loyers?",346,58
0,Okey Dokey swashbuckling what oh.,33,5
0,1. Visage de tension 2. Visage souriant 3. Visage de déchets 4. Visage innocent 5.Visage de terreur 6.Visuel 7.Visage romantique 8.Visage mobile 9.Visage décent &lt;#&gt;.joker face.,182,26
0,"La cellule de Dip est morte, alors je viens avec lui.",53,11
0,Tu vois ce que je veux dire.,28,7
0,Salut c'est yijue je serais heureux de travailler wif ü tout pour gek1510...,76,13
0,"Lol, désolé, amusez-vous bien.",30,4
0,Wat est arrivé à la croisière,29,6
0,Je sais que Dat Feelin l'a eu avec Pete!,40,9
1,Lyricalladie(21/F) vous invite à être son ami. Réponse OUI-910 ou NO-910. Voir elle: www.SMS.ac/u/hhross STOP? Envoyer STOP FRND à 62468,136,20
0,Les plus heureuses frnds du monde n'ont jamais les mêmes personnages... Dey a juste la meilleure compréhension de leurs différences...,134,20
0,Oui il suffit d'ouvrir le chat et de cliquer listes d'amis. Puis faire la liste. Facile comme tarte,99,18
0,OK Tyler a une petite crise et doit rentrer plus tôt qu'il ne le pensait.,73,15
0,Quand/où dois-je venir te chercher,34,5
0,"Comme d'habitude, tu peux m'appeler à 10 cm.",44,8
0,Pour beaucoup de choses son un antibiotique et il peut être utilisé pour l'abdomen thoracique et les infections gynées même les infections osseuses.,148,23
0,La pauvre fille ne peut pas y aller un jour.,44,10
0,Ou juste faire ça 6 fois,24,6
0,Vous devez prendre note de tout ce qu'elle a exposé à. Découvrez aussi de son école si quelqu'un d'autre vomissait. Y a-t-il un chien ou un chat dans la maison? Faites-le moi savoir plus tard.,192,35
0,On dirait qu'il pourrait y avoir beaucoup de temps passé dans cet appareil de chasteté garçon... *grins*... Ou prendre vos battements comme un bon chien.,153,25
0,"C'est pire si on s'arrête à mi-chemin, c'est mieux pour lui de l'achever.",73,13
0,Ils ne disent pas que les effets secondaires de la contraception sont des crampes intestinales massives pendant les 2 premiers mois. Je n'ai pas dormi du tout la nuit dernière.,176,30
0,Envoyez-moi le nouveau numéro,29,4
1,Vous voulez le dernier combiné vidéo? 750 anytime any network mins? Demi-prix ligne de location? Répondre ou appeler 08000930705 pour la livraison demain,153,23
0,2 ans et demi j'ai manqué votre amitié :-),42,9
0,"Oh pour l'amour de Dieu, elle est dans le genre grand-hassee",60,11
0,"Haha, c'était la première personne que j'allais demander.",57,8
1,"ou sont garantis le dernier Nokia Phone, un lecteur iPod MP3 40 Go ou un prix £500! Txt mot: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",146,26
0,Taka lor. Wat time u wan 2 venez nous regarder 4?,49,11
1,* GRATUIT* RINGTONE POLYPHONIQUE Text SUPER à 87131 pour obtenir votre TONE POLY GRATUITE de la semaine maintenant! 16 SN PoBox202 NR31 7ZS abonnement 450pw,156,25
0,Je suis en train d'atteindre deux autres arrêts.,48,8
0,"Non, je ne voulais pas le poster. Je l'ai écrit, et comme tant d'autres fois je t'ai ridiculisé, je l'ai laissé s'asseoir là. C'était ce que je ressentais à l'époque. J'étais en colère. Avant de partir, j'ai frappé envoyer, puis arrêter. Il n'était pas là. J'ai vérifié sur mon téléphone quand je suis arrivé à ma voiture. Il n'était pas là. Tu as dit que tu n'avais pas dormi, tu t'ennuyais. Alors pourquoi ce ne serait pas le moment de nettoyer, plier la lessive, etc.? Au moins faire le lit?",494,90
1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Il suffit de montrer msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Répondre SONY 4 mre film offers,195,32
0,Veux-tu venir en ligne aujourd'hui soir,39,6
0,Alors quelque chose de spécial?,31,5
0,"Je suis à Solihull, tu veux quelque chose?",42,8
0,Nous sommes d'avis de nous informer que le NHS a fait un MISTAKE.U n'a jamais été réellement à bord.PLEASE RAPPORT 2 YOR LOCAL HOSPITAL 2B TERMINÉ.WE R SORRY 4 L'INCONVENENCE,174,30
0,J'adore cette sensation de vacances lundi même si je dois aller chez les dentistes dans une heure,97,17
0,Je suis en route pour le tirupur.,33,7
1,"But! Arsenal 4 (Henry, 7 vs Liverpool 2 Henry marque avec un simple tir de 6 mètres d'une passe de Bergkamp pour donner à Arsenal une marge de 2 buts après 78 minutes.",167,33
0,C'est pas censé être le travail de l'enfant de soutenir le parent... pas avant l'âge du Ride de toute façon. Je suis censé être là pour vous soutenir. et maintenant je vous ai blessé. involontairement. mais blessé tout de même.,227,40
0,On s'est promenés tous les jours et je suis tombé! Splat! Gratte mes genoux et tout! J'aurais dû rester à la maison! A demain!,126,24
0,Je viens de les déposer.,24,5
0,Assis dans l'attente que tout le monde sorte de ma suite pour que je puisse prendre une douche,94,18
0,Tu n'as pas vu ma facebook?,27,6
0,"G dit que vous ne répondez jamais à vos textos, confirmer/dénoncer",66,11
0,"Son si commun ouïe Comment r u? Wat r u faire? Comment était ur jour? Alors laissez-moi vous demander quelque chose de différent. Avez-vous souri aujourd'hui? Sinon, faites-le maintenant.... Gud evng.",200,31
0,On n'annule jamais leh...,25,4
0,Nous pouvons aller 4 e pilates normaux après notre intro...,59,10
0,Laisse-moi sortir de chez moi.,30,5
0,"Oh oui, pourquoi est-ce que c'est comme torture regarder l'Angleterre?",70,10
0,Tu veux faire de l'art?! :D,27,6
0,J'espère juste que ce n'était pas trop énervé pour me souvenir et qu'il est allé voir ses soeurs ou quelque chose comme ça!,123,23
1,"Salut, les filles de SEXYCHAT vous attendent pour leur envoyer un texto. Text maintenant pour une bonne conversation de nuit. envoyer STOP pour arrêter ce service",162,26
0,"Bonjour, mon garçon! Comment vont mes lèvres? Où sont mes petits pains sexy maintenant? Qu'est-ce que tu fais? Tu penses de moi? Tu m'en veux? Tu as besoin de moi?",163,30
0,Match started.india &lt;#&gt; pour 2,36,5
0,"Une fois libre, appelez-moi monsieur.",37,5
0,"Hé, voulez-vous tout acheter :)",31,5
0,"Hé bébé, comment ça va, tu as déjà trouvé où tu vas pour le Nouvel An?",70,16
0,K.k.:) félicitations..,22,2
0,G veut savoir où tu es.,23,6
0,"Non il a été annulé oui bébé! Eh bien, ça sonne important donc je comprends mon darlin me donner une bague plus tard sur ce fone love Kate x",140,29
0,Tomarrow je veux obtenir à la cour. Chez &lt;DECIMAL&gt;. Donc vous venez à la station d'autobus à 9 heures.,108,19
0,Demande à papa de venir me chercher à 6 h.,42,10
0,Omg vous pouvez faire une chapelle de mariage à Borderville? Pourquoi ont-ils toutes les bonnes choses?,103,16
0,"Je mange maintenant Lor, mais je retourne bientôt au travail... le spectacle de cerfs de montagne, hein... je regarde le b4 liao, très joli...",142,24
0,Check mail.i ont posté varma et gardé copie à vous concernant l'adhésion.Take attention.insha allah.,100,14
0,Ce téléphone! Je réponds à celui-ci mais je suppose que l'autre est des gens que je ne suis pas bien.,101,20
0,"Quoi qu'il en soit, je ne peux rien sécuriser ici, je sais si tu veux que je descende vers le sud et que je me calme.",117,26
0,"Je suis déjà rentré chez moi, donc pas du tout.",47,10
1,"Bonjour c'est Amy, nous vous enverrons un numéro de téléphone gratuit dans quelques jours, ce qui vous donnera accès à toutes les fêtes d'adultes...",148,24
0,Je suis en bus sur le chemin du calicut,39,9
0,"Salut c'est moi vous avez probablement trop de plaisir pour obtenir ce message, mais j'ai pensé que txt u cos im ennui! et Jamess m'a pété dessus toute la nuit",159,30
0,Salut bébé im assis dans le bus sanglant à la mo et je ne serai pas à la maison jusqu'à environ 7:30 vouloir faire quelque chose plus tard? appelez-moi plus tard orgxt retour jess xx,182,35
1,"Bienvenue à Select, un service O2 avec des avantages supplémentaires. Vous pouvez maintenant appeler nos conseillers spécialement formés GRATUITEMENT depuis votre mobile en composant 402.",187,25
0,"J'ai perdu 4 livres depuis ma visite à la fac la semaine dernière, je vais fêter ça en me farcissant le visage!",111,22
0,Papa me demande si je confirme que...,37,7
